model,lp,experiment_name,kendall_correlation,peak_memory_mb,system_level_score,prediction_time,model_load_time,domain,year,setup
Unbabel/XCOMET-XL,en-de,vanilla,0.41520756273714954,7566,0.9539591185980373,200.69,55.2,news,2022,with_reference
Unbabel/XCOMET-XL,en-ru,vanilla,0.4475899274166139,7561,0.8938134268191126,204.76,56.93,news,2022,with_reference
Unbabel/XCOMET-XL,zh-en,vanilla,0.3994202052154398,8178,0.7929157190275664,402.57,53.98,news,2022,with_reference
Unbabel/XCOMET-XXL,en-de,prune-xxl-12-layers,0.37873209432223987,17341,0.9586073027981652,94.38,144.81,news,2022,with_reference
Unbabel/XCOMET-XXL,en-de,prune-xxl-4-layers,0.4220805818527879,20728,0.963910939057668,114.69,147.63,news,2022,with_reference
Unbabel/XCOMET-XXL,en-de,prune-xxl-8-layers,0.39418105451451646,19034,0.9699388204018274,103.08,142.78,news,2022,with_reference
Unbabel/XCOMET-XXL,en-ru,prune-xxl-12-layers,0.4640312336844634,17341,0.9390973510344823,107.81,161.23,news,2022,with_reference
Unbabel/XCOMET-XXL,en-ru,prune-xxl-4-layers,0.4536107460779108,20726,0.9385229676895671,115.43,143.43,news,2022,with_reference
Unbabel/XCOMET-XXL,en-ru,prune-xxl-8-layers,0.46328942483868135,19034,0.9494040540324317,105.21,143.68,news,2022,with_reference
Unbabel/XCOMET-XXL,zh-en,prune-xxl-12-layers,0.39378918303372096,18296,0.8761718833603874,198.23,142.25,news,2022,with_reference
Unbabel/XCOMET-XXL,zh-en,prune-xxl-4-layers,0.37517691710570766,21880,0.8518141567785747,238.0,153.97,news,2022,with_reference
Unbabel/XCOMET-XXL,zh-en,prune-xxl-8-layers,0.3888254176659411,20088,0.8762842698891957,214.45,142.38,news,2022,with_reference
